ImageName,ID
cubo001_1.mat,1
cubo001_2.mat,1
cubo001_3.mat,1
cubo001_4.mat,1
cubo001_5.mat,1
cubo001_6.mat,1
cubo001_7.mat,1
cubo001_8.mat,1
cubo002_1.mat,2
cubo002_2.mat,2
cubo002_3.mat,2
cubo002_4.mat,2
cubo002_5.mat,2
cubo002_6.mat,2
cubo002_7.mat,2
cubo002_8.mat,2
cubo003_1.mat,3
cubo003_2.mat,3
cubo003_3.mat,3
cubo003_4.mat,3
cubo003_5.mat,3
cubo003_6.mat,3
cubo003_7.mat,3
cubo003_8.mat,3
cubo004_1.mat,4
cubo004_2.mat,4
cubo004_3.mat,4
cubo004_4.mat,4
cubo004_5.mat,4
cubo004_6.mat,4
cubo004_7.mat,4
cubo004_8.mat,4
cubo005_1.mat,5
cubo005_2.mat,5
cubo005_3.mat,5
cubo005_4.mat,5
cubo005_5.mat,5
cubo005_6.mat,5
cubo005_7.mat,5
cubo005_8.mat,5
cubo006_1.mat,6
cubo006_2.mat,6
cubo006_3.mat,6
cubo006_4.mat,6
cubo006_5.mat,6
cubo006_6.mat,6
cubo006_7.mat,6
cubo006_8.mat,6
cubo007_1.mat,7
cubo007_2.mat,7
cubo007_3.mat,7
cubo007_4.mat,7
cubo007_5.mat,7
cubo007_6.mat,7
cubo007_7.mat,7
cubo007_8.mat,7
cubo008_1.mat,8
cubo008_2.mat,8
cubo008_3.mat,8
cubo008_4.mat,8
cubo008_5.mat,8
cubo008_6.mat,8
cubo008_7.mat,8
cubo008_8.mat,8
cubo009_1.mat,9
cubo009_2.mat,9
cubo009_3.mat,9
cubo009_4.mat,9
cubo009_5.mat,9
cubo009_6.mat,9
cubo009_7.mat,9
cubo009_8.mat,9
cubo010_1.mat,10
cubo010_2.mat,10
cubo010_3.mat,10
cubo010_4.mat,10
cubo010_5.mat,10
cubo010_6.mat,10
cubo010_7.mat,10
cubo010_8.mat,10
